city,GEOID,lon,lat,Income,pct_black,pct_hispanic,pct_other_race,mobility_in_entropy,mobility_in_degree,mobility_in_weight,mobility_in_missing_income_neighbors,mobility_out_entropy,mobility_out_degree,mobility_out_weight,mobility_out_missing_income_neighbors,mentions_in_entropy,mentions_in_degree,mentions_in_weight,mentions_in_missing_income_neighbors,mentions_out_entropy,mentions_out_degree,mentions_out_weight,mentions_out_missing_income_neighbors,Income_k,Income_k_sq
Chicago,17031823602,-87.758367,41.654153,55862,0.054276050893863746,0.10162667096150749,0.03913673699468513,0.9713698049911492,198,410.0,0,0.9373073708027524,158,342.0,0,0.849858629491616,37,62.0,0,0.8616406441983351,28,42.0,0,55.862,3120.563044
Chicago,17031806900,-87.754688,42.055146,59675,0.06327218270310744,0.09378509921377762,0.35548483713964807,0.9520395854478672,378,693.0,0,0.9575137096800396,169,241.0,0,0.7903626042908855,15,17.0,0,0.7737056144690833,4,4.0,0,59.675,3561.1056249999997
Chicago,17031841500,-87.708207,41.862218,16737,0.9056473829201102,0.056818181818181816,0.02169421487603306,0.6355482875078655,48,59.0,0,0.7663347737300539,65,79.0,0,0.3868528072345416,2,2.0,0,0.2792799101286606,5,5.0,0,16.737,280.1271689999999
Chicago,17031830500,-87.722646,41.835226,46036,0.00816326530612245,0.9659863945578231,0.009297052154195011,0.908581337842812,163,217.0,0,0.900755826792953,112,142.0,0,0.6131471927654584,3,3.0,0,0.3868528072345416,2,2.0,0,46.036,2119.3132960000003
Chicago,17031817900,-87.849253,41.861629,52687,0.7339117859725235,0.14533622559652928,0.03976861894432393,0.96522333600984,235,357.0,0,0.964257853578564,169,208.0,0,0.9306282244165778,8,8.0,0,0.791670805321198,8,10.0,0,52.687,2775.9199689999996
Chicago,17031330100,-87.623227,41.861111,83391,0.20650289628345525,0.07530336983637055,0.25043338548052935,0.9958598701475,1286,2596.0,0,0.9245384174738832,495,1292.0,0,0.9853045012609905,43,45.0,0,0.9479499607462823,41,47.0,0,83.391,6954.058881000001
Chicago,17031843200,-87.671852,41.851205,38929,0.04376548307184145,0.7543352601156069,0.040049545829892653,0.9484436288687914,407,580.0,0,0.9685835091690348,675,795.0,0,0.7435032788101106,5,5.0,0,0.6131471927654584,3,3.0,0,38.929,1515.467041
Chicago,17031831700,-87.745151,41.949981,50455,0.029503799731783638,0.5042467590523022,0.08359409924005365,0.8875308990258532,168,281.0,0,0.9846392550848214,130,158.0,0,0.8459327148072652,11,11.0,0,0.9513282751069652,12,12.0,0,50.455,2545.7070249999997
Chicago,17031282700,-87.687922,41.871308,65898,0.36317435496481626,0.24042220484753715,0.16575449569976544,0.980670193709573,106,119.0,0,0.9531686650195588,174,253.0,0,0.7127263906780549,7,7.0,0,0.7127263906780549,7,7.0,0,65.898,4342.546404
Chicago,17031822900,-87.794596,41.727242,56375,0.03657362848893166,0.2165543792107796,0.04667949951876805,0.901077158090114,85,139.0,0,0.8876292281510739,57,85.0,0,0.791670805321198,10,10.0,0,0.7127263906780549,7,7.0,0,56.375,3178.140625
Chicago,17031300900,-87.702333,41.848223,22656,0.012299582692730068,0.9413573468043048,0.015813749176367232,0.8031566089737984,117,139.0,0,0.9455023784135697,171,230.0,0,0.8314454838586239,15,15.0,0,0.8686942051932713,43,43.0,0,22.656,513.2943359999999
Chicago,17031440600,-87.619096,41.732749,46250,0.9463927855711423,0.02555110220440882,0.025050100200400802,0.8791693908270419,164,224.0,0,0.922211530959581,90,105.0,0,0.6013956368435129,12,12.0,0,0.5604783958455847,7,7.0,0,46.25,2139.0625
Chicago,17031080400,-87.640216,41.907944,22995,0.5296563799518494,0.04180345808710877,0.07769752681111841,0.9509937128038808,174,236.0,0,0.7991861988656284,170,387.0,0,-0.0,2,2.0,0,0.8467132018086354,12,12.0,0,22.995,528.770025
Chicago,17031823001,-87.784207,41.704155,38936,0.1381340579710145,0.15458937198067632,0.0640096618357488,0.9433330874058168,377,780.0,0,0.9497977799118298,249,453.0,0,0.8741561575359651,55,97.0,0,0.8614788053718906,39,44.0,0,38.936,1516.012096
Chicago,17031490902,-87.616133,41.703231,41119,0.9586830213040671,0.015278674413600172,0.022810415321712935,0.7232225435298553,87,124.0,0,0.9273897825252806,212,339.0,0,0.7107089349868516,41,43.0,0,0.6507063599706803,37,37.0,0,41.119,1690.7721609999999
Chicago,17031490901,-87.616009,41.696641,38188,0.952982662356744,0.01616220981486923,0.02585953570379077,0.7564346600287327,91,122.0,0,0.8680962928835988,128,185.0,0,0.4475034547403761,10,10.0,0,0.5333862650237753,7,7.0,0,38.188,1458.3233440000001
Chicago,17031300500,-87.721827,41.847101,34129,0.09281529448041936,0.8686401480111008,0.009559050262102992,0.8498930228775055,77,98.0,0,0.9504582420231804,73,79.0,0,0.3868528072345416,2,2.0,0,,0,0.0,0,34.129,1164.7886409999999
Chicago,17031760801,-87.842194,41.979101,48617,0.03861003861003861,0.0994776288893936,0.3456734044969339,0.9687156721326342,290,371.0,0,0.983007367796563,57,80.0,0,0.9756641375534828,12,12.0,0,,0,0.0,0,48.617,2363.6126889999996
Chicago,17031808800,-87.686875,42.064198,109934,0.03686058174523571,0.049899699097291875,0.1396690070210632,0.9079955922144404,129,185.0,0,0.9402397650025692,135,200.0,0,0.355245321275764,2,3.0,0,0.710490642551528,8,9.0,0,109.934,12085.484355999999
Chicago,17031280400,-87.671242,41.884277,17292,0.8050365556458164,0.05848903330625508,0.06173842404549147,0.9864231445919202,226,261.0,0,0.93388062659889,113,138.0,0,-0.0,1,1.0,0,-0.0,1,1.0,0,17.292,299.01326400000005
Chicago,17031310600,-87.659126,41.857035,26698,0.06529647144416151,0.6591487813750455,0.062386322299017825,0.9701825922414258,277,369.0,0,0.9694010933919516,245,420.0,0,0.9464119282150146,10,10.0,0,0.5333862650237753,7,7.0,0,26.698,712.7832040000001
Chicago,17031500200,-87.604764,41.702562,30341,0.9360189573459715,0.02665876777251185,0.03139810426540284,0.8314525647333056,153,213.0,0,0.8474683806394862,120,154.0,0,0.8118415107091922,18,18.0,0,0.773184348446285,17,17.0,0,30.341,920.5762810000001
Chicago,18089042501,-87.379,41.479473,53945,0.3952937460518004,0.19709412507896398,0.061749842072015164,0.9661028257926192,73,109.0,0,0.9036532750173176,99,190.0,0,0.9464119282150146,9,10.0,0,0.6869960193810197,10,13.0,0,53.945,2910.063025
Chicago,17031400800,-87.620527,41.78235,15425,0.934550031466331,0.02737570799244808,0.032724984266834484,0.699778992266439,75,88.0,0,0.7808738328309976,131,168.0,0,0.6169846401326806,46,55.0,0,0.7203527257360474,36,37.0,0,15.425,237.93062500000002
Chicago,17031260100,-87.722175,41.883359,12033,0.9004739336492891,0.05484089370345294,0.023696682464454975,0.7884043346016468,84,103.0,0,0.8386477902718035,33,36.0,0,-0.0,2,2.0,0,-0.0,1,1.0,0,12.033,144.79308899999998
Chicago,17031081700,-87.631788,41.893082,91348,0.0493046776232617,0.07332490518331226,0.17608813436879175,0.979119601340433,831,1693.0,0,0.853562070682714,165,375.0,0,0.8314549969417421,19,19.0,0,0.7064881049118202,13,13.0,0,91.348,8344.457104
Chicago,17031231500,-87.718114,41.891984,25553,0.7106984969053934,0.24721485411140584,0.020512820512820513,0.8428149503769798,85,106.0,0,0.793661420952622,126,173.0,0,0.7529855245977438,17,20.0,0,0.8208738402570189,9,10.0,0,25.553,652.955809
